"","klasifikasi","score","text"
"1538","Positif",2,"oi admin tokmana nih hadiah ga       samjugaemng hadiahnya gk seberai   hak  mohon kejelasannya   janji  seceya   samsaat    terima  "
"1539","Negatif",-3," mengecewakan  beli  t  isi  x r  r rusak    refund    toko recomended "
"1540","Netral",0,"orma"
"1541","Positif",1," cepat"
"1542","Negatif",-1,"kak tolong   gratis ongkir  tanggal  minimal elinya   ribu balikin   ribu  aja   bingung  in beli barang   harganya dibawah  ribu tayaratnya   ribu  bingung sisanya  dibeliin "
"1543","Positif",1,"bikin caenangan  udh tlp    ajh"
"1544","Positif",1,"kebijakan barunya  sei  ya bebas ongkir  cashback  dijadikan han   kalo belanja   tokttelah  ue  mengecewakan   ah  toko sebelah deh  dibikin  murah biar hemat  dibikin  mahal hadeh h kalo  rating bintang  aja sy  kasih rate bintang "
"1545","Netral",0,"kenaok gak  ayaran  ovo ater"
"1546","Positif",2,"    gak menarik    tokoa   platinum gak merasakan abenefit  membershib   gajelas  bebas ongkir gabisa digabung  kuo cashback  biaya layanan gak tau ya   akunya aja  udah  target marketnya  bye bye tokoa terima kasih     e commerce han    dah mengurangi intensitas berbelanja  tokoa    worth it  gak menarik"
"1547","Netral",0,"kebijakan terbaru   menggabung cashback  free ongkir  kebijakan terburuk   memakai tokstrategi yg  tesasaran"
"1548","Netral",0,"coba "
"1549","Netral",0," ama beli  tokoa"
"1550","Netral",0," kecewa  tokoa  uma  i gratis ongkir taidak   o tolong  kembalikan sei "
"1551","Positif",1,"  suka krna atalan   klo   etujuan ualksaan donk namanya  ordersaya tunggu   go  resirimansaya ajukan atalan   tolak k tokotokoa    hhhhhhhh mending aq ah   az lhq tinggalin tokoa q yg  member goldbye tokoa"
"1552","Positif",1,"bagus"
"1553","Netral",0,"emang cesih ngirim barangnya taendalanya  kota  gak  bayar cod  malesnya tiajan  ngisi  godan  "
"1554","Positif",1,"terbaik  kalangan toko online  nya"
"1555","Netral",0,"aasi kurangg akurat tolong diaiki "
"1556","Negatif",-1,"udah  ue  h bangetcasback ilang lgi ilang lagilan ga  bgt jawabannyalama males tokoa"
"1557","Netral",0,"ha yg ambil no  akun toko a  non aktifkan susah butuh bantuan  toko a care ngga  tokngga  no cs aasi ngga "
"1558","Netral",0,"kenaesanan  kurir gojek same day  sulit ulau   manfaat  kean nggan   tiadakan gojek same day    langganan  eli  berlangganan terkesan  abaikan"
"1559","Positif",1,"apik"
"1560","Netral",0,"matap"
"1561","Positif",1,"bagus"
"1562","Netral",0,"belanja   menyenangkan"
"1563","Netral",0,"ok"
"1564","Positif",1," gimana seh masak  order  jakarta barat aja   kurir mendukung yg bener aja toabis ue  ngaco"
"1565","Negatif",-1,"halo admin tokoacoba dengarkan keluhan temen      komen   setuju  kebijakan    berubah rubah  tokoa    sei  tandanya eli  ual"
"1566","Positif",1,"  tobeberaahun   taejak  turan yg  memilih bebas ongkir ato cashback  mengecewakan"
"1567","Netral",0,"mudah transaksinya"
"1568","Netral",0,"ok"
"1569","Negatif",-1,"pelayanan markete buruk"
"1570","Netral",0,"vocer diskon gabisa digabung"
"1571","Netral",0,""
"1572","Negatif",-3,"kecewa  indungan konsumen  beli hcond  ha rusak    retur  ual    cek  service center ebab rusaknya    indikasi human error  disebabkan   info  service center    daelaan  tokoa   ham   solusi   beli hkas  tokoa klo rusak gak daelaan"
"1573","Netral",0,"fake diskon"
"1574","Positif",2," daftarin nomor  gak   keterangan  terdaftar  akun   gak  banget     makai akun tokitu samakun udah inum   mending ah  aasi  dah  gak  banget sungguh kecewa"
"1575","Netral",0,"gaisa login an"
"1576","Positif",1,"mantap"
"1577","Netral",0,"jemuntuk yanan"
"1578","Netral",0,"gk jls bngetbeda  sxxxxe yg kuat modal"
"1579","Positif",1,"semoga o gratis ongkir  o cashback  digabung "
"1580","Netral",0," suka baget  membantu"
"1581","Netral",0,"mntap"
"1582","Positif",2,"  belanja alat komr   asik i tokoa taekarang  asik   lari  toko orange aja maaf bintang berbicara"
"1583","Positif",1," keren     tokoa kebanggaanku"
"1584","Positif",1,"kecewa  layanan komn uk dana yg direfund tdk utuh"
"1585","Netral",0,"siya catat"
"1586","Positif",2,"bagus banget  beli barang ihiy"
"1587","Netral",0,"bagusss"
"1588","Negatif",-1,"ngiklan dimana  tagga  diskisemoga mati ketabrak "
"1589","Positif",1,"bagus"
"1590","Positif",1," bagus tokoa"
"1591","Netral",0," bahan  tosekarang  biaya transaksi   casbackongkir gk bs digabung "
"1592","Positif",1,"aasi  ng  koleksi nya  bagus bagustop"
"1593","Netral",0,"transaksi nya lancares karan kode voucher nya  "
"1594","Positif",4," terang kebijakan tokoa menjadikan ngan ongkir  bebas ongkir  voucher cukumberatkan  sy adi  sy  ual eceran  mengandalkan untung ualan sy   mengharauntungan  cashback barang  sy order taemenjak k tokoa menjadikan ngan ongkir  voucher menjadikan sy dilema  memilih  cashback  ngan ongkir tolonglah k tokoa  terhormat memimbangkan  kebijakannya"
"1595","Netral",0,"rugi banget  beli a  nya kaya  lg yg enak  langsung dibeliin lg a    ribet "
"1596","Positif",2,"pengguna tokoa bertahun   dibilang langganan semenjak  kebijakan  dimana voucher cashback    gabung  bebas ongkir  kebijakan   berhenti  tokoa menyesal    seller biaya bebas ongkir  ongkir      tokoa bangkrut kalo gini "
"1597","Netral",0,"anneh"
"1598","Netral",0,"foto barang elit pas nyamulit"
"1599","Positif",1," tunggu mass"
"1600","Positif",1,"belanja  mudah   efisien"
"1601","Netral",0,"kenaaya   komn  barang  "
"1602","Positif",1," seneng ditokinibanyak banget o  gue dasebagai inum"
"1603","Netral",0,"tokemang  menjaga harga"
"1604","Netral",0,"  cetermasuk embalian danayg batal beli"
"1605","Netral",0,"lp"
"1606","Netral",0,"bagus lengkap"
"1607","Netral",0,"mantep"
"1608","Netral",0,"tohh yg  mah beng"
"1609","Netral",0,"xx fc cv cd z f  x x dr"
"1610","Negatif",-2,"udh males belanja  udh harga mahal free ongkir min benlanja rbu inibdi   biaya transaksi  gak kebayang  ual toudh adminnya gede    susah jualan gara    tambahan biaya transaksi yg  eli  kabur  toko sebelah"
"1611","Netral",0,"nice"
"1612","Netral",0,"ok mantabanget"
"1613","Netral",0,"tokoa ok bngt mndukunv   kebutuhan"
"1614","Netral",0," dtng ny"
"1615","Negatif",-1,"ga  double voucher"
"1616","Netral",0,"awesome"
"1617","Positif",1,"mantab"
"1618","Netral",0,"  kecewa  kebijakan tokoa    sesuai hara"
"1619","Netral",0,"baguss hamsemua uk "
"1620","Positif",1,"kecewa  gratis ongkir  cashback tdk  dii bareng"
"1621","Negatif",-1,"aasi konyolgk dao  uda belanja jt an uda   semoga menyusul sei toko sebelah hancur  nganan admin dkk"
"1622","Positif",1,"terbaik"
"1623","Positif",1,"kurir rekomendasi  telat"
"1624","Netral",0,"    i o"
"1625","Negatif",-2,"   berlangganan to ttuk  kecewa   kebijakan  yg gabisa i gratis ongkir cbvoucher  bersamaan parah bgt si"
"1626","Netral",0," memuaskan"
"1627","Positif",1,"aasi tiini tulisannya  tokonya   bebas ongkir     cek ongkirnya  mahal  harga barang"
"1628","Positif",1,"mantap"
"1629","Positif",1,"good"
"1630","Positif",1,"bagus"
"1631","Netral",0,"mantan p"
"1632","Netral",0,"jos"
"1633","Netral",0,"oiy kenaih    nge lag  aa"
"1634","Netral",0,"hatihati  belanja  tokoa  beli kiangin   tokonya dikirim taak dikasih balingbalingnya coba aisa dii  kiangin gak  balingbalingnya  riturkan diulit  t resolasi tibatiba nomor resi digagalkan chat   tokoa taak  ngasih solusi nomor teleyang  dihubungi  nggak a  server    nggak  nomor telesekarang uangku  hilang tokoanya nggak beres tokonya  jual "
"1635","Positif",1,"   bagus"
"1636","Negatif",-2," dah  make nih aasi taaru kali  kecewa    ue      n barang  barang dah siarir nya   ambil  tuh barang nya"
"1637","Netral",0,"promonya u "
"1638","Positif",1,"cepat"
"1639","Netral",0,"easy and hell solution"
"1640","Netral",0,"yoi"
"1641","Negatif",-1,"sla    investigasi komnan  serius customer  menunggu    customer luaka tokoa untung sla  atu  berbisnis  meremehkan customer "
"1642","Positif",1,"good"
"1643","Netral",0,"sue gwe ratusan juta beli  tok taashback   gwe i  sepi"
"1644","Netral",0,"tolong  kolom ulasan  jasa iriman   evaluasi"
"1645","Positif",1,"mantap"
"1646","Negatif",-4,"kecewa  toksaldo gosaya hilang akibat transaksi    lakukan   komn nunggu berhari   jalan keluarnya saldo   dadikembalikan  komn  k gojek   k gojek menyuruh    komn  k tok   ikhlas  saldo  tetaebih kecewa  tokmembilang   toa  kehilangan saldo    ah toa  tok"
"1647","Negatif",-1,"kenaibatiba otomatis  batalin transaksi nya   ga ngelanggar "
"1648","Positif",7,"kenai tokoa    biaya biaya biaya transaksi biaya cod  gak nyaman belanja  tokoa   aja lazada    murah    biaya biaya tambhan"
"1649","Positif",1,"alhamdulillah t tokoa  onya"
"1650","Positif",1," bagus"
"1651","Netral",0,"kurir nya "
"1652","Netral",0,"sy br menjajal belanja  tokoa trmksi "
"1653","Negatif",-1,"tosekarang dah tmahal ongkirnyahan iriman  dibatasicashback  nggan  hamtak adajauh berbeda    i tosekarang    belanja dilasebelahkarena tetansisten waran yg menarik"
"1654","Netral",0,"belanja kom  mudah"
"1655","Positif",1,"mantab"
"1656","Netral",0,"its ok"
"1657","Positif",1,"keren "
"1658","Netral",0," bikin akun ko ga    aja  vikasi  no h  didaftar dimna"
"1659","Positif",2,"aasi   membantukerentransaksi samsemua notifikasi  detailakurat    kasih bintang "
"1660","Negatif",-1," ram   tokoa layanan komn  cs layanan first service  nggan plus  jam   menit komn  cs tokoa care   res parah"
"1661","Positif",1,"kalo bikin kebijakan suka ngadintar kalo  tinggal nggan nanges"
"1662","Netral",0,"aasi ok"
"1663","Positif",1,"mudah  aman belanja  tokoa"
"1664","Positif",1,"bagus"
"1665","Positif",1,"mantul"
"1666","Positif",1," kasih saran yaahatuh kurir rekomendasinya tokbikin t   nyamya tokopedia pepek"
"1667","Positif",1,"trma kasih toko a  membantu  mengambil tihan  erja pelatihan yg dangat bermanfaat  "
"1668","Positif",2,"toko  membantu barang yg  cari     juta tdk  cod  tdk  bebas ongkirnya"
"1669","Netral",0,"transaksi ce  mantaap"
"1670","Positif",1,"good"
"1671","Positif",1,"good aasi"
"1672","Positif",1,"bagus"
"1673","Netral",0,"ecommerce han  dlm berbelanja online"
"1674","Positif",3," iriman gratis ongkir  kurir rekomendasi       voucher cahsback  dadigunakan   voucher gratis ongkir"
"1675","Positif",1,"good job"
"1676","Positif",1,"udah nelanja  ribu tetana ongkir alasan berat barang melebihi syarat ongkir  cmn  kg  memangnya beli ikan teri beratnya ringan  ga niat ksh gratis ongkir mending gausah kasi"
"1677","Negatif",-1,"good online shoash sale g ah kebagian edit membaca keluhan   todi review sy jg merasakan yg samaskrg belanja do tosgt mengecewakansy  dr  toadatolong kembalikan tosei  "
"1678","Netral",0,"ok"
"1679","Positif",1," barang yg  n sesuai sfikasi yg  butuhkan  tewaktu"
"1680","Negatif",-1,"gratis ongkir gak  h kurir k tokyg nentuin kurirnya slalu antaraja klo  jembarang situkang cancel  aja toki kurir  klo gue mah udah gue buang tuh kurir  lg  sameday sam  kocak tuh kurir"
"1681","Positif",1,"mantap"
"1682","Positif",1,"good"
"1683","Netral",0,"lengkarang sesuai nan gak ribet  yg ing cesamdi alamat san"
"1684","Negatif",-1,"status iriman stuck  gudang t   tindak "
"1685","Positif",2,"serba mudah dlm elanjaan onlien barang terjamin"
"1686","Positif",2,"tingkatkan orma stabilitas akurasi kecen akses keamanan  fitur aasi"
"1687","Positif",1,"mantap"
"1688","Netral",0,"pembelian tihan erja  berhasilsemoga sertifikat nya lekas turunterimakasih"
"1689","Netral",0,"trimakasih toko a  membantu"
"1690","Netral",0,"sayang  jasa kurir cod nya  si cejasa kirim terburuk yg ah   seang   nya iriman  jnt     sicebisa sam "
"1691","Netral",0,"mantanyak free ongkir"
"1692","Positif",1,"mantap"
"1693","Positif",2," bagus mudah   elian tihan erja  merekomendasikan aasi "
"1694","Positif",1,"semoga aja membantu     belajaa gratis   o o murah murah"
"1695","Netral",0,"mantulll"
"1696","Netral",0,"terimakasih toped"
"1697","Netral",0," membantu"
"1698","Negatif",-2,"   member gold pengiriman nan  lambat  esnyalebih cetoko sebelah"
"1699","Netral",0," ss"
"1700","Netral",0,"siipp"
"1701","Positif",1," cepat"
"1702","Negatif",-1,"tokoa  h  komn ga  respon"
"1703","Negatif",-1,"aasi   membantu  rasyah rasyid  tinggal menunggu dirumah ga repot"
"1704","Negatif",-3,"gw beli okberasa ga ritas gt yak irimannya lamaaa bet kurirnya ga ky  toko sebelah  sat set gitu"
"1705","Positif",1,"biaya asuransi  mahal  komtor cod    toko  menyediakan"
"1706","Netral",0,"tokng diskon kya yg iya   nis    nan  tolak"
"1707","Positif",1,"mantap"
"1708","Netral",0,"belanja  mudah "
"1709","Positif",1," kecewa belanja  tok  hangus  dii belanja digabung  freeongkir sungguh gak masuk akal"
"1710","Negatif",-1,"sampah"
"1711","Netral",0,"  bayar  saldo toko a barangnya gx nyamsaya liat  nannya ilang transaksi jg ilang "
"1712","Netral",0,"iya"
"1713","Netral",0,"cedan berguna"
"1714","Positif",2,"memudahkan dlm menyelesaikan  "
"1715","Positif",1,"bagus"
"1716","Positif",1,"males ah  gratis ongkir kalo bayar  ayaran k toko to"
"1717","Positif",1,"aasi mantap"
"1718","Netral",0," "
"1719","Netral",0," "
"1720","Positif",1,"bintang  dululah udah beberaahun  tokgak ah  yg  taalah       kebijakan   bikin kecewa gratis ongkir   mehong  voucher gak   bersamaan  buyer    daerah sulawesi gratis ongkir cukumbantu  taini kebijakan tokmalah bikin  malas belanja onlen  tok  ngingetin aja  samaingan sebelah ngambil kesemn  kelalaian kebijakan    berk "
"1721","Netral",0," udah males sih  jarang belanja gak pernh  ditokped   udah gak  cashback   ovo point    "
"1722","Netral",0,"gak ribet mantap"
"1723","Positif",1,"memudahkan"
"1724","Netral",0,"tokoa  ongkos kirim  mahal"
"1725","Negatif",-1,"ga sei yg diosikan"
"1726","Netral",0,""
"1727","Negatif",-1,"kecewa kebijakan barunya    aja  customer yg "
"1728","Netral",0,""
"1729","Positif",1,"ecommerce terbaik"
"1730","Negatif",-2,"bnyak yg ngeluh ya dgn kebijakan yg   bun  i tokudh  bgt beli jga lumayan  karna  jualan jdi  beli  tokdari tmain takrg jdi sebel ya gbsa i free ongkir  ambil cbnya pdhal sneng bgt  tokkarna mudah   free ongkir  dacashback takrg gbsa  biaya transaksi   ga gtumana skrg kalo kirim t  bgt  beli selasa kamis sore udh samkrg sabtuahad bru samolong "
"1731","Netral",0,"payah nggak kaya toko online sebelah yg  ngasih voucher gratis ongkirnya    agi   barutaisini   nggak  kebijakan  "
"1732","Positif",1,"mantap"
"1733","Positif",1,"sdh    i voucher gratis ongkir  cashbacknya  slh   am tok  gk  ing"
"1734","Netral",0,"manta tokukses "
"1735","Positif",1,"semenjak  member inum benefit   agi  kebijakan  sei biaya transaksi free ongkirongkir   voucher cashback     bersamaan pdhl beli aselalu tojd han utama lyat kedeaja kalo benefit  berkurang mgkin  memimbangkan markete "
"1736","Netral",0," keluhan fitur cod  situs  tam permudah   buyer belanja mohon bantuannya  diulit buyer belanja"
"1737","Negatif",-1,"tokoa u arui versi utk android  lemot   utk transaksi"
"1738","Negatif",-1,"ga "
"1739","Netral",0," k develomenyediakan  bayar cicilan langsung  tokoa   ntara"
"1740","Negatif",-1," kecewa  toped"
"1741","Netral",0,"ongkirnya mahal   "
"1742","Negatif",-3,"adihhh bego nya cari vape  susah ya "
"1743","Positif",1,"ok sih lumayan  o"
"1744","Positif",1,"tokkacau kalo rikan dana butuh  yg rada menunggu  coba  evaluasi daaa"
"1745","Positif",1,"mantab"
"1746","Positif",1,"   aman"
"1747","Netral",0,"aasi  bagustingkatkan  yanan nyaterimakasih"
"1748","Netral",0,"kenaembayaran  bri  aikan muluu"
"1749","Netral",0,"tumbuh  buruk"
"1750","Netral",0,"oke bos"
"1751","Positif",2,"dl jd andalan krn  tgl  blj rb aj dh bsa free ongkir trs msh oke  ganti jd minim blanja rb bru freeong eh  ksini ongkir mkin mahal  dah ktambahan biaya transaksi eh trnyata  kesini lagivcr cashbackdiskon ngga  d  sm bebas ongkir  jd gmna  udh bnyak  yg kecewa nih balikin kyak dl lg aja minimal vcr casbackdiskon tta dgabung sm bebas ongkir sy ubah rate nya kl dh lbih oke  gunanya"
"1752","Positif",1,"selamat  bintang satunyamari   aasi sebelah"
"1753","Positif",1," masuk  aelum daftar  eh udah eror"
"1754","Positif",1,"murah a mahal banget barangbarangnya  tokoa "
"1755","Netral",0,"za bh hu za z a ibuu u sz uu yg yy"
"1756","Netral",0,"mantapp"
"1757","Netral",0," h loe toped"
"1758","Positif",2,"  ue  nggk   transaksi sayang  yanannya tdk  "
"1759","Negatif",-1,"kecewa berat semenjak voucher cashback g  digabung ama free ongkir aneh bin ajaib"
"1760","Positif",1," ce trg gratis ongkir sm casbacknya gak bs dgunakan smkuya skrg jg "
"1761","Negatif",-1,"kalo bermasalahnya aja ga ah solved"
"1762","Negatif",-2,"kenani koq diarui trs  jd jelek ya kl  kehalaman    dr teratas trs jd kl  lihat halaman yg  nya jd hilang cadehh"
"1763","Netral",0,"semenjak  ue  nglag terusss  l sblmnya    aja"
"1764","Positif",1,"ga enak fitur cashback ga  dibarengin  gratis ongkir ky "
"1765","Netral",0,"moantap"
"1766","Positif",1,"   bagus"
"1767","Netral",0,"bintangnya turun nih   kasih bintang     iriman hoax bilangnya same day bayar  mahal barang re order eee  datangnya  lambat  elian ama toko bilang   tokoa  tokoa bilang maslaah  volume  barang dah  ding  toko    re order"
"1768","Positif",1,"good"
"1769","Netral",0," mendakendala  iriman"
"1770","Netral",0,"still da best"
"1771","Netral",0,"ue  udah gabisa cashback  gratis ongkirnya  udah berlangganan plus"
"1772","Netral",0,"top"
"1773","Negatif",-1,"aasi kesayangan  checkout   barang x   force close  gak menyimdata ulangi gagal  ulangi gagal  tolong diaiki"
"1774","Negatif",-1,"kalo bermasalahnya aja ga ah solved"
"1775","Netral",0,"ok"
"1776","Positif",2,"tdk bs i voucher bebas ongkir  casback"
"1777","Positif",1,"sistem codnya diaiki  cancel ga bisabrg  kl ga dibayar ya kasihantoko skg  bnyk yg gak amanah kyk ngejar barg rusak  gak sesuai nan  terjadimau dituker gak sebanding dgn ongkirkbnykan yg gak sesuai nan males  nukernya lagimembuat kecewa gimana kl sistem irimannya  dicek dahulujika sesuai bayar  tdk balikin ketokonya biar konsumen tdk dirugikansistem cod"
"1778","Netral",0," membantu"
"1779","Positif",1," h banget "
"1780","Negatif",-1,"ribet hrs ue melulu"
"1781","Netral",0," membantu"
"1782","Negatif",-1,"bru blm  okrada ribet kebijakan nya  ajamisal klo gratis ongkir ga  drod klo mo dro ttna ongkirhadeh udh gtu freeong  kya ayaran tetentu"
"1783","Positif",1,"mantap"
"1784","Positif",1,"good"
"1785","Netral",0,"semoga transaksiku lancarlancar "
"1786","Netral",0,"good game tokoa merusak    seenak jidat ubah turan    menggabungkan ongkir  cashback   naif caramu   bagus  bikin hancur   pantes ekonomi goto menukik"
"1787","Netral",0," biaya layanangratis ongkir ga   bersamaan  kucashbackjd iklan bebas ongkir  cashback  boongan ya"
"1788","Positif",2,"terima kasih  tokoa sya  membeli   erja"
"1789","Positif",2,"proses embalian dana  jelaslangsung   es  ang samhari     kejelasannya"
"1790","Netral",0,"gratis ongkir  voucher cashback  h salah "
"1791","Positif",1,"good"
"1792","Negatif",-1,"  h ruya aasi inijadi mengerikan  i aasi  "
"1793","Positif",1," bagus"
"1794","Positif",1,"bagus"
"1795","Netral",0,"very god"
"1796","Positif",1," membantu berbelanja  tokopedia smoga sukses  lancar   abg   kurir nya"
"1797","Positif",1," bagus"
"1798","Positif",2,"vocer  diskon gratis ongkir nya  bagusin lg   kya online sho    t mentang udah  sukses bnyak natnya"
"1799","Netral",0,"  onya  t"
"1800","Netral",0,"   komn ud video unboxing tibatiba      mb"
"1801","Netral",0,"mudah dlm berbelanja n diaya"
"1802","Positif",1,"mantab"
"1803","Netral",0,"bagusmantab"
"1804","Netral",0,"tokoa jancccookkk emang gk  login bangsaddd"
"1805","Negatif",-1,"beberaali belanja cashbacknya ga masuk udah hubungin tokoa care ga  respon"
"1806","Positif",1,"bagus"
"1807","Positif",1,"so far so good"
"1808","Positif",1,"aasi keren  o"
"1809","Netral",0,"malesin ya skrg  tongoahahhaha  fiks  yg laen aja yg gratis ongkir   gabung wkkwkwwk"
"1810","Netral",0,"cok to iki su raiso login ngango nomer hiso ngengo akun google"
"1811","Netral",0,"tiambayaran  biayanya"
"1812","Positif",1,"udah to gobiar   voucher tlah gagal  embalian dana goterus  voucher udah hangus sam kali teteah gitu voucher ilang    o voucher tbisa   dikembaliin  dana nya tucher hangus"
"1813","Negatif",-2,"ga  komn ga  milih metode ayaran"
"1814","Negatif",-3,"kacau ga  indungan  konsumen sekalibarang kacau komn ga  dana  teruskan  ual hadeuhh toga aruh  member"
"1815","Netral",0,""
"1816","Negatif",-1," cedikirim ya"
"1817","Netral",0,"ongkir  wilayah kaltim  mahal "
"1818","Positif",2,"o bebas ongkir   o  kecewamaaf kasih "
"1819","Negatif",-1,"  ue   lambatgambar nya lambat  munculnya"
"1820","Positif",1,"bagus  membantu"
"1821","Positif",1,"bagus"
"1822","Positif",1,"mantap"
"1823","Netral",0,"sy coba "
"1824","Netral",0,"hg"
"1825","Netral",0,"belanja  sesuai sk  cek out i  cek casbcak   barang samselesai cashback hilang pembohongan  penipuan  min"
"1826","Netral",0,"gak suka   tokoamending  uninstal"
"1827","Positif",1,"mantap"
"1828","Netral",0,"layanan terintegrasi"
"1829","Positif",1,"proses iriman  cepat"
"1830","Netral",0," memakai aasi toko a  bisauntuk belanja "
"1831","Netral",0,"nnkkkkjrjiryygtrlkejvrjrkikeiiekykjjrhjjghvh"
"1832","Netral",0," aasi  aja"
"1833","Netral",0,"sngat bgus"
"1834","Negatif",-2,"parah dah gokoin ga  dii   transaksi"
"1835","Positif",1," kasih o donk"
"1836","Negatif",-1,"nyesel  uejadi lemot   ue  unistal dahhh"
"1837","Positif",1,"alhamdulillah "
"1838","Netral",0,"okk"
"1839","Positif",1,"good luck"
"1840","Positif",1,"aasi keren  k  "
"1841","Netral",0,"      duitnya"
"1842","Netral",0,"kebijakan codvouchergratis ongkir  kalah loyal dgn shoogmna   han yg utama tuk berbelanja klo kyk gituhsemakin diaya  buruk kebijakan yanan yg "
"1843","Positif",1," nyaman "
"1844","Positif",1,"iriman  es "
"1845","Netral",0,"nih   yg pake toped layanan plus  saranin jgn krna layanan plus terkadang lbh mahal dr non plus pdhl  dlm kota klo  gw upload bukti udh gw upload skg"
"1846","Negatif",-2,"kecewa      ud foto reseat taiturnya  gagal download"
"1847","Positif",2,"tokoa  maju gratis ongkir nya jgn  hilangkan yaa"
"1848","Netral",0,"layanan tokoacare khusus dnbagian riman  samnya"
"1849","Negatif",-1,"hai to dlm   terakir sgt  kemuduran dlm sisi elsi  beban biaya  nambah  barang  lost  telat ah totidak evaluasi  "
"1850","Positif",1," tokberat   buka  android ram  gb   sroll liat barang bikin nge lag"
"1851","Negatif",-2,"kecewa dgn kebijakan   tokgratis ongkir  kesbek udah ngga bsa digabung  kecewa  siaitinggal  customernya"
"1852","Netral",0,"uninstall"
"1853","Netral",0,"oke"
"1854","Negatif",-1,"  si tokoa gajelas seller jualan  nyari duit  nyari rumit bisabisanya seller narik dana ualan dana tertahan disuruh nunggu     ga caircair  orang jualan jujur  licikin     jualan online mending utamain shodeh    aasinya   enak  lihat  rumit   menjelekan taenyataan"
"1855","Positif",1,"mantap"
"1856","Netral",0,"udahngisi taelum terhubung golivin"
"1857","Netral",0,"mantakses slalu"
"1858","Netral",0,"ok"
"1859","Netral",0,"semoga  "
"1860","Positif",1,"kembalikan gratis ongkir tanyarat"
"1861","Netral",0,"mari  tinggal aasi tokoa  kesini  h gak kayak duludah gak  diskon rb lagivocher      bersamaan"
"1862","Positif",1,"promonya dibagusin lg  si gunaan voucher  bersamaan  biaya transaksinya mohon diha tks"
"1863","Positif",1,"good"
"1864","Negatif",-2,"gila  sih aasi belanja online ng jelek    status iriman barang  ue  ual  dikiriman  k kurir tatatus iriman  ue jelek banget ah aja  shopee"
"1865","Netral",0,"udah ngga asik toknak belanja  tiktok "
"1866","Netral",0,"gini  tokskrng aiki  ramnya "
"1867","Netral",0," memuaskan belanja  tokoa"
"1868","Netral",0," membantu "
"1869","Netral",0,"recommend nih"
"1870","Positif",1," transaksi  tokoa   biaya transaksinya ditambah voucher ongkir  cashback  dadi  bersamaan  kesini  mengecewakan ditambah k ekssi  buruk  barang hilang barang  samaibilang  diterima eli   ng  iriman lambat"
"1871","Netral",0,"manta"
"1872","Netral",0," belanja aja reribet  ud ktp  selfie hadeuh apk yg  gak gini   "
"1873","Netral",0,"masok dik"
"1874","Netral",0,"mantaeudahteraya"
"1875","Positif",1," bagus bgt "
"1876","Positif",1,"udah bnyak biaya  "
"1877","Positif",3,"bayar  dacasback  taidak berhasil  cek  kunya    bikin harau  yg bikin males  to  dikit   member gold "
"1878","Netral",0,"tokoa  cashback  berlaku  bebas ongkir ani       jelek kualitasnya agi   ngkat  ga sesuai  osi nya  bilang  bonus cashback dll tiaansaksi kena     ga  isi gokena  transaksi  gokena  pake kartu kredit kena   ga      nov  dacashback  keterangan  berlaku  bebas ongkir iklannya bebas ongkir taonk"
"1879","Positif",1,"nyaman aja"
"1880","Positif",1,"good"
"1881","Positif",1,"mantul"
"1882","Negatif",-2," h tokoa iriman  kagua ganti layanan sebelah aja"
"1883","Netral",0,"paragh promonya   digabungkan "
"1884","Positif",1,"tokopedia belanja  aman  teraya"
"1885","Positif",4," kasih bintang dlu   ama sy blanja disinismoga lancar  barangnya sesuai dgn harapan"
"1886","Positif",1,"aasi nya lumayan bgssy suka"
"1887","Positif",2,"alhamdulillah mudah  gam semoga yanan  mudah  cepat"
"1888","Netral",0,"mohon  feleter tuk belanja bulanan"
"1889","Positif",1,"bagus"
"1890","Netral",0,"mudah  lancar"
"1891","Positif",1,"mantap"
"1892","Positif",2,"tokoa  menjamin pelanggan   tandingannya dibandingkan seler  toko online lainya  kecuali harga   atikan  mahal  berbeda harga barang   potongan  hasilnya   taara  pembelian  harga murah  pengunjung  meningkatkan penjualan"
"1893","Positif",1,"tolong  dana instan  hadari menu     ng klo ujung nya gak dadi    estanggaertanyaaan ku "
"1894","Netral",0,"mantabdagratisan ongkir  uk"
"1895","Netral",0,"top"
"1896","Positif",1,"proses embalian dana  bgt udh barang nya ngga samana ngga dbalikin udh  mggu"
"1897","Netral",0," "
"1898","Netral",0,"resceemoga barangnya cesampai"
"1899","Positif",1,"auchernya   h satudi shobisa   voucher sekaligusdi lazada  voucherini  voucher  biaya tambahan lagimending uninstall aja"
"1900","Positif",1,"good"
"1901","Netral",0,"dassalamualaikum da ca anies   u "
"1902","Netral",0,"lumayanlah drumanyun"
"1903","Negatif",-1,"nilai  "
"1904","Netral",0,"tokoa online shovorit  "
"1905","Positif",2,"tingkatkan  kemudahan aasi  kenyamanan user"
"1906","Positif",1,"bagus"
"1907","Negatif",-1," kali  kecewa sma tokped"
"1908","Negatif",-1,"loginnya  berat banget ya tolong  benahi"
"1909","Negatif",-3,"parah  biaya jasa aplikasinya rsecara  langsung  belanja  toko  tukang irnya was nn ngganmu hilang  kabur  aasi sebelah     jasa aasinya"
"1910","Netral",0,"   "
"1911","Netral",0,"kecewa  tokoa yg    gratis ongkir  dacashback  suruh h salah    biaya admin   aedanya  aasi "
"1912","Positif",1,"good"
